Cycle ID,Cap_Chg(mAh),Cap_DChg(mAh),Specific Capacity-Chg(mAh/g),Specific Capacity-Dchg(mAh/g),Chg/DChg Efficiency(%),Engy_Chg(mWh),Engy_DChg(mWh),REngy_Chg(mWh/g),REngy_Dchg(mWh/g),CC_Chg_Ratio(%),CC_Chg_Cap(mAh),Plat_Cap(mAh),Plat_Capacity Density(mAh/g),Plat_Cap_Efficiency(%),Plat_Time(sec),Capacity_Chg(F),Capacity_DChg(F),IR(O),Mid_value Voltage(V),Discharge Fading Ratio(%),Charge Time(sec),Discharge Time(sec),Charge IR(O),Discharge IR(O),End Temperature(°C),Net Cap_DChg(mAh),Net Engy_DChg(mWh),Energy Efficiency(%),
,Step ID,Step Name,Step Time(sec),Capacity(mAh),Capacity Density(mAh/g),Energy(mWh),CmpEngergy(mWh/g),Capacitance(F),Start Voltage(V),End Voltage(V),Start Temperature(°C),End Temperature(°C),End Capacity(mAh),Charge Mid-Vol(V),Discharge Mid-Vol(V),DCIR(O),ChargeCap(mAh),DischargeCap(mAh),Engy_Chg(mWh),Engy_DChg(mWh),Net DischargeCap(mAh),Net Engy_DChg(mWh),Raw Step ID,
,,Record ID,Time(sec),Voltage(V),Current(mA),Temperature(°C),Capacity(mAh),Capacity Density(mAh/g),Energy(mWh),CmpEng(mWh/g),Realtime,Min-T(°C),Max-T(°C),Avg-T(°C),Power(mW),Capacitance_Chg(mAh),Capacitance_DChg(mAh),Engy_Chg(mWh),Engy_DChg(mWh),dQ/dV(mAh/V),dQm/dV(mAh/V.g),Contact IR(O),
,,1161,18.70,1.4564,-0.126,0.0,0.0007,0.5194,0.0012,0.9667,05/03/2022 13:19:44,,,,-0.18,0.0000,0.0007,0.0000,0.0012,-0.0009,-0.7080,11559.648,
,,1162,21.30,1.3560,-0.126,0.0,0.0007,0.5916,0.0013,1.0681,05/03/2022 13:19:47,,,,-0.17,0.0000,0.0007,0.0000,0.0013,-0.0009,-0.7193,10762.759,
,,1163,24.00,1.2549,-0.126,0.0,0.0008,0.6666,0.0015,1.1658,05/03/2022 13:19:49,,,,-0.16,0.0000,0.0008,0.0000,0.0015,-0.0009,-0.7418,9960.314,
,,1164,26.80,1.1529,-0.126,0.0,0.0009,0.7444,0.0016,1.2593,05/03/2022 13:19:52,,,,-0.15,0.0000,0.0009,0.0000,0.0016,-0.0010,-0.7625,9150.726,
,,1165,29.60,1.0528,-0.126,0.0,0.0010,0.8222,0.0017,1.3449,05/03/2022 13:19:55,,,,-0.13,0.0000,0.0010,0.0000,0.0017,-0.0010,-0.7769,8356.219,
,,1166,32.50,0.9520,-0.126,0.0,0.0011,0.9027,0.0018,1.4255,05/03/2022 13:19:58,,,,-0.12,0.0000,0.0011,0.0000,0.0018,-0.0010,-0.7991,7556.155,
,,1167,35.60,0.8497,-0.126,0.0,0.0012,0.9888,0.0019,1.5029,05/03/2022 13:20:01,,,,-0.11,0.0000,0.0012,0.0000,0.0019,-0.0011,-0.8417,6744.186,
,,1168,38.90,0.7486,-0.126,0.0,0.0014,1.0805,0.0020,1.5759,05/03/2022 13:20:04,,,,-0.09,0.0000,0.0014,0.0000,0.0020,-0.0011,-0.9066,5941.741,
,,1169,42.70,0.6479,-0.126,0.0,0.0015,1.1860,0.0021,1.6493,05/03/2022 13:20:08,,,,-0.08,0.0000,0.0015,0.0000,0.0021,-0.0013,-1.0481,5142.472,
,,1170,47.00,0.5462,-0.126,0.0,0.0016,1.3054,0.0022,1.7204,05/03/2022 13:20:12,,,,-0.07,0.0000,0.0016,0.0000,0.0022,-0.0015,-1.1744,4335.265,
,,1171,51.60,0.4451,-0.126,0.0,0.0018,1.4332,0.0022,1.7835,05/03/2022 13:20:17,,,,-0.06,0.0000,0.0018,0.0000,0.0022,-0.0016,-1.2638,3532.820,
,,1172,56.50,0.3444,-0.126,0.0,0.0020,1.5693,0.0023,1.8370,05/03/2022 13:20:22,,,,-0.04,0.0000,0.0020,0.0000,0.0023,-0.0017,-1.3515,2733.550,
,,1173,61.90,0.2430,-0.126,0.0,0.0022,1.7193,0.0024,1.8808,05/03/2022 13:20:27,,,,-0.03,0.0000,0.0022,0.0000,0.0024,-0.0019,-1.4792,1928.725,
,,1174,67.90,0.1416,-0.126,0.0,0.0024,1.8860,0.0024,1.9125,05/03/2022 13:20:33,,,,-0.02,0.0000,0.0024,0.0000,0.0024,-0.0021,-1.6435,1123.899,
,,1175,74.60,0.0412,-0.126,0.0,0.0026,2.0720,0.0024,1.9292,05/03/2022 13:20:40,,,,-0.01,0.0000,0.0026,0.0000,0.0024,-0.0023,-1.8535,327.010,
,,1176,76.90,0.0099,-0.126,0.0,0.0027,2.1359,0.0024,1.9308,05/03/2022 13:20:42,,,,-0.00,0.0000,0.0027,0.0000,0.0024,-0.0026,-2.0410,78.578,
27,0.0033,0.0027,2.6038,2.1165,81.284,0.0055,0.0024,4.3294,1.9111,100.00,0.0033,0.0000,0.0000,0.00,0.00,0.01438,0.00193,0.000,0.7366,126.79,93.70,76.20,78.559,103.158,0.0,-0.0006,-0.0030,44.144,
,53,CC_Chg,93.70,0.0033,2.6038,0.0055,4.3294,0.01438,0.0297,2.4001,0.0,0.0,0.0033,1.8672,0.0000,78.559,0.0033,0.0000,0.0000,0.0000,-0.0033,-0.0545,7,
,,1177,0.00,0.0297,0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 13:20:42,,,,0.00,0.0000,0.0000,0.0000,0.0000,-0.1359,-107.8754,235.621,
,,1178,1.70,0.1357,0.126,0.0,0.0001,0.0472,0.0000,0.0038,05/03/2022 13:20:44,,,,0.02,0.0001,0.0000,0.0000,0.0000,0.0006,0.4457,1076.557,
,,1179,3.50,0.2402,0.126,0.0,0.0001,0.0973,0.0000,0.0134,05/03/2022 13:20:46,,,,0.03,0.0001,0.0000,0.0000,0.0000,0.0006,0.4787,1905.593,
,,1180,5.40,0.3413,0.126,0.0,0.0002,0.1501,0.0000,0.0289,05/03/2022 13:20:48,,,,0.04,0.0002,0.0000,0.0000,0.0000,0.0007,0.5223,2707.656,
,,1181,7.40,0.4436,0.126,0.0,0.0003,0.2056,0.0001,0.0509,05/03/2022 13:20:50,,,,0.06,0.0003,0.0000,0.0001,0.0000,0.0007,0.5433,3519.238,
,,1182,9.40,0.5437,0.126,0.0,0.0003,0.2612,0.0001,0.0785,05/03/2022 13:20:52,,,,0.07,0.0003,0.0000,0.0001,0.0000,0.0007,0.5552,4313.368,
,,1183,11.50,0.6463,0.126,0.0,0.0004,0.3196,0.0001,0.1133,05/03/2022 13:20:54,,,,0.08,0.0004,0.0000,0.0001,0.0000,0.0007,0.5688,5127.330,
,,1184,13.60,0.7471,0.126,0.0,0.0005,0.3779,0.0002,0.1541,05/03/2022 13:20:56,,,,0.09,0.0005,0.0000,0.0002,0.0000,0.0007,0.5789,5927.013,
,,1185,15.80,0.8488,0.126,0.0,0.0006,0.4391,0.0003,0.2030,05/03/2022 13:20:58,,,,0.11,0.0006,0.0000,0.0003,0.0000,0.0008,0.6011,6733.836,
,,1186,18.20,0.9514,0.126,0.0,0.0006,0.5058,0.0003,0.2633,05/03/2022 13:21:01,,,,0.12,0.0006,0.0000,0.0003,0.0000,0.0008,0.6500,7547.798,
,,1187,20.80,1.0537,0.126,0.0,0.0007,0.5780,0.0004,0.3359,05/03/2022 13:21:03,,,,0.13,0.0007,0.0000,0.0004,0.0000,0.0009,0.7063,8359.381,
,,1188,23.50,1.1569,0.126,0.0,0.0008,0.6530,0.0005,0.4190,05/03/2022 13:21:06,,,,0.15,0.0008,0.0000,0.0005,0.0000,0.0009,0.7270,9178.104,
,,1189,26.10,1.2602,0.126,0.0,0.0009,0.7253,0.0006,0.5064,05/03/2022 13:21:08,,,,0.16,0.0009,0.0000,0.0006,0.0000,0.0009,0.6994,9997.620,
,,1190,28.70,1.3606,0.126,0.0,0.0010,0.7975,0.0008,0.6013,05/03/2022 13:21:11,,,,0.17,0.0010,0.0000,0.0008,0.0000,0.0009,0.7196,10794.129,
,,1191,31.50,1.4623,0.126,0.0,0.0011,0.8753,0.0009,0.7113,05/03/2022 13:21:14,,,,0.18,0.0011,0.0000,0.0009,0.0000,0.0010,0.7651,11600.952,
,,1192,34.60,1.5649,0.126,0.0,0.0012,0.9615,0.0011,0.8419,05/03/2022 13:21:17,,,,0.20,0.0012,0.0000,0.0011,0.0000,0.0011,0.8396,12414.915,
,,1193,37.90,1.6651,0.126,0.0,0.0013,1.0532,0.0012,0.9902,05/03/2022 13:21:20,,,,0.21,0.0013,0.0000,0.0012,0.0000,0.0012,0.9152,13209.837,
,,1194,41.60,1.7655,0.126,0.0,0.0015,1.1560,0.0015,1.1668,05/03/2022 13:21:24,,,,0.22,0.0015,0.0000,0.0015,0.0000,0.0013,1.0241,14006.347,
,,1195,45.80,1.8672,0.126,0.0,0.0016,1.2727,0.0017,1.3790,05/03/2022 13:21:28,,,,0.24,0.0016,0.0000,0.0017,0.0000,0.0014,1.1476,14813.169,
,,1196,50.50,1.9676,0.126,0.0,0.0018,1.4033,0.0021,1.6297,05/03/2022 13:21:33,,,,0.25,0.0018,0.0000,0.0021,0.0000,0.0016,1.3009,15609.679,
,,1197,55.90,2.0687,0.126,0.0,0.0020,1.5534,0.0024,1.9329,05/03/2022 13:21:38,,,,0.26,0.0020,0.0000,0.0024,0.0000,0.0019,1.4843,16411.741,
,,1198,62.50,2.1695,0.126,0.0,0.0022,1.7368,0.0029,2.3220,05/03/2022 13:21:45,,,,0.27,0.0022,0.0000,0.0029,0.0000,0.0023,1.8195,17211.424,
,,1199,70.90,2.2699,0.126,0.0,0.0025,1.9702,0.0036,2.8409,05/03/2022 13:21:53,,,,0.29,0.0025,0.0000,0.0036,0.0000,0.0029,2.3250,18007.933,
,,1200,85.20,2.3701,0.126,0.0,0.0030,2.3676,0.0047,3.7657,05/03/2022 13:22:08,,,,0.30,0.0030,0.0000,0.0047,0.0000,0.0050,3.9659,18802.856,
,,1201,93.70,2.4001,0.126,0.0,0.0033,2.6038,0.0055,4.3294,05/03/2022 13:22:16,,,,0.30,0.0033,0.0000,0.0055,0.0000,0.0099,7.8735,19040.857,
,54,CC_DChg,76.20,0.0027,2.1165,0.0024,1.9111,0.00193,2.3741,0.0089,0.0,0.0,0.0027,0.0000,0.7366,103.158,0.0000,0.0027,0.0000,0.0024,0.0027,0.0024,8,
,,1202,0.00,2.3741,-0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 13:22:16,,,,-0.30,0.0000,0.0000,0.0000,0.0000,0.1262,100.1464,18843.559,
,,1203,1.30,2.2705,-0.126,0.0,0.0000,0.0361,0.0001,0.0837,05/03/2022 13:22:17,,,,-0.29,0.0000,0.0000,0.0000,0.0001,-0.0004,-0.3485,18021.272,
,,1204,2.90,2.1682,-0.126,0.0,0.0001,0.0805,0.0002,0.1821,05/03/2022 13:22:19,,,,-0.27,0.0000,0.0001,0.0000,0.0002,-0.0005,-0.4344,17209.302,
,,1205,4.70,2.0678,-0.126,0.0,0.0002,0.1305,0.0004,0.2878,05/03/2022 13:22:21,,,,-0.26,0.0000,0.0002,0.0000,0.0004,-0.0006,-0.4980,16412.414,
,,1206,6.70,1.9661,-0.126,0.0,0.0002,0.1861,0.0005,0.3997,05/03/2022 13:22:23,,,,-0.25,0.0000,0.0002,0.0000,0.0005,-0.0007,-0.5462,15605.207,
,,1207,8.90,1.8619,-0.126,0.0,0.0003,0.2472,0.0007,0.5164,05/03/2022 13:22:25,,,,-0.23,0.0000,0.0003,0.0000,0.0007,-0.0007,-0.5864,14778.157,
,,1208,11.20,1.7584,-0.126,0.0,0.0004,0.3111,0.0008,0.6319,05/03/2022 13:22:27,,,,-0.22,0.0000,0.0004,0.0000,0.0008,-0.0008,-0.6172,13956.663,
,,1209,13.60,1.6551,-0.126,0.0,0.0005,0.3777,0.0009,0.7455,05/03/2022 13:22:30,,,,-0.21,0.0000,0.0005,0.0000,0.0009,-0.0008,-0.6453,13136.757,
,,1210,16.10,1.5519,-0.126,0.0,0.0006,0.4472,0.0011,0.8567,05/03/2022 13:22:32,,,,-0.20,0.0000,0.0006,0.0000,0.0011,-0.0008,-0.6729,12317.644,
,,1211,18.70,1.4493,-0.126,0.0,0.0007,0.5194,0.0012,0.9649,05/03/2022 13:22:35,,,,-0.18,0.0000,0.0007,0.0000,0.0012,-0.0009,-0.7039,11503.294,
,,1212,21.30,1.3482,-0.126,0.0,0.0007,0.5916,0.0013,1.0658,05/03/2022 13:22:37,,,,-0.17,0.0000,0.0007,0.0000,0.0013,-0.0009,-0.7143,10700.849,
,,1213,24.00,1.2456,-0.126,0.0,0.0008,0.6666,0.0015,1.1629,05/03/2022 13:22:40,,,,-0.16,0.0000,0.0008,0.0000,0.0015,-0.0009,-0.7309,9886.499,
,,1214,26.80,1.1427,-0.126,0.0,0.0009,0.7444,0.0016,1.2556,05/03/2022 13:22:43,,,,-0.14,0.0000,0.0009,0.0000,0.0016,-0.0010,-0.7558,9069.767,
,,1215,29.60,1.0419,-0.126,0.0,0.0010,0.8222,0.0017,1.3404,05/03/2022 13:22:46,,,,-0.13,0.0000,0.0010,0.0000,0.0017,-0.0010,-0.7715,8269.704,
,,1216,32.50,0.9402,-0.126,0.0,0.0011,0.9027,0.0018,1.4200,05/03/2022 13:22:49,,,,-0.12,0.0000,0.0011,0.0000,0.0018,-0.0010,-0.7920,7462.497,
,,1217,35.60,0.8376,-0.126,0.0,0.0012,0.9888,0.0019,1.4964,05/03/2022 13:22:52,,,,-0.11,0.0000,0.0012,0.0000,0.0019,-0.0011,-0.8392,6648.147,
,,1218,38.90,0.7366,-0.126,0.0,0.0014,1.0805,0.0020,1.5683,05/03/2022 13:22:55,,,,-0.09,0.0000,0.0014,0.0000,0.0020,-0.0011,-0.9075,5846.496,
,,1219,42.70,0.6361,-0.126,0.0,0.0015,1.1860,0.0021,1.6404,05/03/2022 13:22:59,,,,-0.08,0.0000,0.0015,0.0000,0.0021,-0.0013,-1.0502,5048.813,
,,1220,47.00,0.5344,-0.126,0.0,0.0016,1.3054,0.0022,1.7101,05/03/2022 13:23:03,,,,-0.07,0.0000,0.0016,0.0000,0.0022,-0.0015,-1.1744,4241.606,
,,1221,51.60,0.4334,-0.126,0.0,0.0018,1.4332,0.0022,1.7717,05/03/2022 13:23:08,,,,-0.05,0.0000,0.0018,0.0000,0.0022,-0.0016,-1.2650,3439.956,
,,1222,56.50,0.3326,-0.126,0.0,0.0020,1.5693,0.0023,1.8236,05/03/2022 13:23:13,,,,-0.04,0.0000,0.0020,0.0000,0.0023,-0.0017,-1.3502,2639.892,
,,1223,61.90,0.2315,-0.126,0.0,0.0022,1.7193,0.0024,1.8657,05/03/2022 13:23:18,,,,-0.03,0.0000,0.0022,0.0000,0.0024,-0.0019,-1.4836,1837.447,
,,1224,67.90,0.1305,-0.126,0.0,0.0024,1.8860,0.0024,1.8956,05/03/2022 13:23:24,,,,-0.02,0.0000,0.0024,0.0000,0.0024,-0.0021,-1.6500,1035.796,
,,1225,74.70,0.0294,-0.126,0.0,0.0026,2.0748,0.0024,1.9104,05/03/2022 13:23:31,,,,-0.00,0.0000,0.0026,0.0000,0.0024,-0.0024,-1.8682,233.352,
,,1226,76.20,0.0089,-0.126,0.0,0.0027,2.1165,0.0024,1.9111,05/03/2022 13:23:32,,,,-0.00,0.0000,0.0027,0.0000,0.0024,-0.0026,-2.0324,70.641,
28,0.0032,0.0026,2.5621,2.0970,81.848,0.0053,0.0024,4.2404,1.8942,100.00,0.0032,0.0000,0.0000,0.00,0.00,0.01389,0.00193,0.000,0.7486,125.62,92.20,75.50,78.956,101.968,0.0,-0.0006,-0.0030,44.670,
,55,CC_Chg,92.20,0.0032,2.5621,0.0053,4.2404,0.01389,0.0288,2.4001,0.0,0.0,0.0032,1.8653,0.0000,78.956,0.0032,0.0000,0.0000,0.0000,-0.0032,-0.0534,7,
,,1227,0.00,0.0288,0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 13:23:32,,,,0.00,0.0000,0.0000,0.0000,0.0000,-0.1340,-106.3563,228.481,
,,1228,1.70,0.1351,0.126,0.0,0.0001,0.0472,0.0000,0.0038,05/03/2022 13:23:34,,,,0.02,0.0001,0.0000,0.0000,0.0000,0.0006,0.4444,1071.797,
,,1229,3.50,0.2396,0.126,0.0,0.0001,0.0973,0.0000,0.0134,05/03/2022 13:23:36,,,,0.03,0.0001,0.0000,0.0000,0.0000,0.0006,0.4787,1900.833,
,,1230,5.40,0.3410,0.126,0.0,0.0002,0.1501,0.0000,0.0288,05/03/2022 13:23:38,,,,0.04,0.0002,0.0000,0.0000,0.0000,0.0007,0.5207,2705.276,
,,1231,7.40,0.4436,0.126,0.0,0.0003,0.2056,0.0001,0.0508,05/03/2022 13:23:40,,,,0.06,0.0003,0.0000,0.0001,0.0000,0.0007,0.5417,3519.238,
,,1232,9.40,0.5440,0.126,0.0,0.0003,0.2612,0.0001,0.0784,05/03/2022 13:23:42,,,,0.07,0.0003,0.0000,0.0001,0.0000,0.0007,0.5536,4315.748,
,,1233,11.50,0.6473,0.126,0.0,0.0004,0.3196,0.0001,0.1133,05/03/2022 13:23:44,,,,0.08,0.0004,0.0000,0.0001,0.0000,0.0007,0.5649,5135.264,
,,1234,13.60,0.7483,0.126,0.0,0.0005,0.3779,0.0002,0.1542,05/03/2022 13:23:46,,,,0.09,0.0005,0.0000,0.0002,0.0000,0.0007,0.5778,5936.533,
,,1235,15.80,0.8503,0.126,0.0,0.0006,0.4391,0.0003,0.2032,05/03/2022 13:23:48,,,,0.11,0.0006,0.0000,0.0003,0.0000,0.0008,0.5994,6745.736,
,,1236,18.20,0.9533,0.126,0.0,0.0006,0.5058,0.0003,0.2635,05/03/2022 13:23:50,,,,0.12,0.0006,0.0000,0.0003,0.0000,0.0008,0.6475,7562.872,
,,1237,20.80,1.0556,0.126,0.0,0.0007,0.5780,0.0004,0.3363,05/03/2022 13:23:53,,,,0.13,0.0007,0.0000,0.0004,0.0000,0.0009,0.7063,8374.455,
,,1238,23.40,1.1557,0.126,0.0,0.0008,0.6503,0.0005,0.4163,05/03/2022 13:23:56,,,,0.15,0.0008,0.0000,0.0005,0.0000,0.0009,0.7218,9168.584,
,,1239,26.00,1.2596,0.126,0.0,0.0009,0.7225,0.0006,0.5037,05/03/2022 13:23:58,,,,0.16,0.0009,0.0000,0.0006,0.0000,0.0009,0.6954,9992.860,
,,1240,28.60,1.3603,0.126,0.0,0.0010,0.7948,0.0008,0.5985,05/03/2022 13:24:01,,,,0.17,0.0010,0.0000,0.0008,0.0000,0.0009,0.7175,10791.749,
,,1241,31.40,1.4626,0.126,0.0,0.0011,0.8726,0.0009,0.7085,05/03/2022 13:24:04,,,,0.18,0.0011,0.0000,0.0009,0.0000,0.0010,0.7606,11603.332,
,,1242,34.40,1.5628,0.126,0.0,0.0012,0.9559,0.0011,0.8349,05/03/2022 13:24:07,,,,0.20,0.0012,0.0000,0.0011,0.0000,0.0010,0.8320,12398.255,
,,1243,37.70,1.6641,0.126,0.0,0.0013,1.0476,0.0012,0.9830,05/03/2022 13:24:10,,,,0.21,0.0013,0.0000,0.0012,0.0000,0.0011,0.9053,13201.904,
,,1244,41.40,1.7652,0.126,0.0,0.0014,1.1505,0.0015,1.1595,05/03/2022 13:24:14,,,,0.22,0.0014,0.0000,0.0015,0.0000,0.0013,1.0170,14003.967,
,,1245,45.50,1.8653,0.126,0.0,0.0016,1.2644,0.0017,1.3666,05/03/2022 13:24:18,,,,0.24,0.0016,0.0000,0.0017,0.0000,0.0014,1.1382,14798.096,
,,1246,50.10,1.9655,0.126,0.0,0.0018,1.3922,0.0020,1.6117,05/03/2022 13:24:22,,,,0.25,0.0018,0.0000,0.0020,0.0000,0.0016,1.2757,15593.019,
,,1247,55.40,2.0662,0.126,0.0,0.0019,1.5395,0.0024,1.9090,05/03/2022 13:24:28,,,,0.26,0.0019,0.0000,0.0024,0.0000,0.0018,1.4626,16391.908,
,,1248,61.80,2.1667,0.126,0.0,0.0022,1.7173,0.0029,2.2859,05/03/2022 13:24:34,,,,0.27,0.0022,0.0000,0.0029,0.0000,0.0022,1.7696,17189.211,
,,1249,70.00,2.2674,0.126,0.0,0.0025,1.9452,0.0035,2.7917,05/03/2022 13:24:42,,,,0.29,0.0025,0.0000,0.0035,0.0000,0.0029,2.2628,17988.100,
,,1250,83.50,2.3676,0.126,0.0,0.0029,2.3204,0.0046,3.6637,05/03/2022 13:24:56,,,,0.30,0.0029,0.0000,0.0046,0.0000,0.0047,3.7440,18783.023,
,,1251,92.20,2.4001,0.126,0.0,0.0032,2.5621,0.0053,4.2404,05/03/2022 13:25:04,,,,0.30,0.0032,0.0000,0.0053,0.0000,0.0094,7.4388,19040.857,
,56,CC_DChg,75.50,0.0026,2.0970,0.0024,1.8942,0.00193,2.3744,0.0099,0.0,0.0,0.0026,0.0000,0.7486,101.968,0.0000,0.0026,0.0000,0.0024,0.0026,0.0024,8,
,,1252,0.00,2.3744,-0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 13:25:05,,,,-0.30,0.0000,0.0000,0.0000,0.0000,0.1256,99.6932,18845.940,
,,1253,1.30,2.2702,-0.126,0.0,0.0000,0.0361,0.0001,0.0837,05/03/2022 13:25:06,,,,-0.29,0.0000,0.0000,0.0000,0.0001,-0.0004,-0.3465,18018.890,
,,1254,2.90,2.1679,-0.126,0.0,0.0001,0.0805,0.0002,0.1821,05/03/2022 13:25:07,,,,-0.27,0.0000,0.0001,0.0000,0.0002,-0.0005,-0.4344,17206.921,
,,1255,4.70,2.0669,-0.126,0.0,0.0002,0.1305,0.0004,0.2878,05/03/2022 13:25:09,,,,-0.26,0.0000,0.0002,0.0000,0.0004,-0.0006,-0.4950,16405.270,
,,1256,6.70,1.9642,-0.126,0.0,0.0002,0.1861,0.0005,0.3995,05/03/2022 13:25:11,,,,-0.25,0.0000,0.0002,0.0000,0.0005,-0.0007,-0.5409,15590.126,
,,1257,8.80,1.8638,-0.126,0.0,0.0003,0.2444,0.0006,0.5109,05/03/2022 13:25:13,,,,-0.23,0.0000,0.0003,0.0000,0.0006,-0.0007,-0.5810,14793.238,
,,1258,11.10,1.7596,-0.126,0.0,0.0004,0.3083,0.0008,0.6265,05/03/2022 13:25:16,,,,-0.22,0.0000,0.0004,0.0000,0.0008,-0.0008,-0.6131,13966.188,
,,1259,13.40,1.6595,-0.126,0.0,0.0005,0.3722,0.0009,0.7355,05/03/2022 13:25:18,,,,-0.21,0.0000,0.0005,0.0000,0.0009,-0.0008,-0.6382,13171.680,
,,1260,15.80,1.5593,-0.126,0.0,0.0006,0.4389,0.0011,0.8426,05/03/2022 13:25:20,,,,-0.20,0.0000,0.0006,0.0000,0.0011,-0.0008,-0.6653,12376.379,
,,1261,18.30,1.4580,-0.126,0.0,0.0006,0.5083,0.0012,0.9472,05/03/2022 13:25:23,,,,-0.18,0.0000,0.0006,0.0000,0.0012,-0.0009,-0.6855,11572.347,
,,1262,20.90,1.3566,-0.126,0.0,0.0007,0.5805,0.0013,1.0487,05/03/2022 13:25:25,,,,-0.17,0.0000,0.0007,0.0000,0.0013,-0.0009,-0.7122,10767.521,
,,1263,23.50,1.2565,-0.126,0.0,0.0008,0.6527,0.0014,1.1429,05/03/2022 13:25:28,,,,-0.16,0.0000,0.0008,0.0000,0.0014,-0.0009,-0.7214,9973.014,
,,1264,26.20,1.1551,-0.126,0.0,0.0009,0.7277,0.0016,1.2332,05/03/2022 13:25:31,,,,-0.15,0.0000,0.0009,0.0000,0.0016,-0.0009,-0.7396,9168.188,
,,1265,29.00,1.0543,-0.126,0.0,0.0010,0.8055,0.0017,1.3190,05/03/2022 13:25:33,,,,-0.13,0.0000,0.0010,0.0000,0.0017,-0.0010,-0.7715,8368.124,
,,1266,31.90,0.9508,-0.126,0.0,0.0011,0.8860,0.0018,1.3995,05/03/2022 13:25:36,,,,-0.12,0.0000,0.0011,0.0000,0.0018,-0.0010,-0.7783,7546.631,
,,1267,34.90,0.8500,-0.126,0.0,0.0012,0.9694,0.0019,1.4744,05/03/2022 13:25:39,,,,-0.11,0.0000,0.0012,0.0000,0.0019,-0.0010,-0.8267,6746.567,
,,1268,38.10,0.7486,-0.126,0.0,0.0013,1.0582,0.0019,1.5452,05/03/2022 13:25:43,,,,-0.09,0.0000,0.0013,0.0000,0.0019,-0.0011,-0.8766,5941.741,
,,1269,41.80,0.6485,-0.126,0.0,0.0015,1.1610,0.0020,1.6167,05/03/2022 13:25:46,,,,-0.08,0.0000,0.0015,0.0000,0.0020,-0.0013,-1.0267,5147.234,
,,1270,46.00,0.5471,-0.126,0.0,0.0016,1.2777,0.0021,1.6863,05/03/2022 13:25:50,,,,-0.07,0.0000,0.0016,0.0000,0.0021,-0.0014,-1.1505,4342.408,
,,1271,50.50,0.4467,-0.126,0.0,0.0018,1.4027,0.0022,1.7482,05/03/2022 13:25:55,,,,-0.06,0.0000,0.0018,0.0000,0.0022,-0.0016,-1.2449,3545.519,
,,1272,55.30,0.3466,-0.126,0.0,0.0019,1.5360,0.0023,1.8009,05/03/2022 13:26:00,,,,-0.04,0.0000,0.0019,0.0000,0.0023,-0.0017,-1.3319,2751.012,
,,1273,60.60,0.2449,-0.126,0.0,0.0021,1.6832,0.0023,1.8441,05/03/2022 13:26:05,,,,-0.03,0.0000,0.0021,0.0000,0.0023,-0.0018,-1.4475,1943.805,
,,1274,66.50,0.1435,-0.126,0.0,0.0023,1.8471,0.0024,1.8757,05/03/2022 13:26:11,,,,-0.02,0.0000,0.0023,0.0000,0.0024,-0.0020,-1.6161,1138.979,
,,1275,73.10,0.0430,-0.126,0.0,0.0026,2.0304,0.0024,1.8925,05/03/2022 13:26:18,,,,-0.01,0.0000,0.0026,0.0000,0.0024,-0.0023,-1.8241,341.297,
,,1276,75.50,0.0099,-0.126,0.0,0.0026,2.0970,0.0024,1.8942,05/03/2022 13:26:20,,,,-0.00,0.0000,0.0026,0.0000,0.0024,-0.0025,-2.0138,78.615,
29,0.0032,0.0026,2.5204,2.0804,82.540,0.0052,0.0024,4.1536,1.8779,100.00,0.0032,0.0000,0.0000,0.00,0.00,0.01352,0.00191,0.000,0.7446,124.63,90.70,74.90,72.625,99.587,0.0,-0.0006,-0.0029,45.211,
,57,CC_Chg,90.70,0.0032,2.5204,0.0052,4.1536,0.01352,0.0282,2.4001,0.0,0.0,0.0032,1.8647,0.0000,72.625,0.0032,0.0000,0.0000,0.0000,-0.0032,-0.0005,7,
,,1277,0.00,0.0282,0.126,0.0,0.0000,0.0000,0.0000,0.0000,05/03/2022 13:26:20,,,,0.00,0.0000,0.0000,0.0000,0.0000,-0.1444,-114.5927,223.721,
,,1278,1.60,0.1286,0.126,0.0,0.0001,0.0445,0.0000,0.0035,05/03/2022 13:26:22,,,,0.02,0.0001,0.0000,0.0000,0.0000,0.0006,0.4428,1020.230,
,,1279,3.30,0.2287,0.126,0.0,0.0001,0.0917,0.0000,0.0121,05/03/2022 13:26:23,,,,0.03,0.0001,0.0000,0.0000,0.0000,0.0006,0.4719,1814.359,
,,1280,5.20,0.3311,0.126,0.0,0.0002,0.1445,0.0000,0.0271,05/03/2022 13:26:25,,,,0.04,0.0002,0.0000,0.0000,0.0000,0.0006,0.5156,2626.735,
,,1281,7.20,0.4346,0.126,0.0,0.0003,0.2001,0.0001,0.0486,05/03/2022 13:26:27,,,,0.05,0.0003,0.0000,0.0001,0.0000,0.0007,0.5370,3447.838,
,,1282,9.20,0.5357,0.126,0.0,0.0003,0.2557,0.0001,0.0757,05/03/2022 13:26:29,,,,0.07,0.0003,0.0000,0.0001,0.0000,0.0007,0.5497,4249.901,
